key|note_word|pos_tag|occurrences|exclude_filters|include_filters
uniq623|is|VBZ|1|['filters/regex/mrn_id/file_indicator.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq624|Tylenols|NNP|1|[]|[]
uniq625|Hands|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq626|Close|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq627|Virgil|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq628|Gregory|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq629|Samuel|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq630|Tuttle|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq631|MR|NNP|13|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq632|cholestoral|JJ|1|[]|[]
uniq633|insufficeny|NN|1|[]|[]
uniq634|11|CD|3|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq635|PDP|NNP|1|['filters/regex/addresses/city_zip_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq636|of|IN|1|['filters/regex/addresses/city_zip_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq637|13746|CD|1|['filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq638|4|CD|5|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq639|48|CD|5|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq640|chor|NN|1|[]|[]
uniq641|182|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq642|228|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq643|75|CD|3|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq644|25|CD|4|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq645|foxworthy|JJ|1|[]|[]
uniq646|industrials|NNS|1|[]|[]
uniq647|2146|CD|1|['filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq648|BP226|NNP|1|['filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt', 'filters/regex/contact/pager.txt']|[]
uniq649|109|CD|1|['filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt']|['POS MATCHER']
uniq650|P74|NNP|1|[]|[]
uniq651|R20|NNP|2|[]|[]
uniq652|intercostals|NNS|1|[]|[]
uniq653|LE|NNP|3|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq654|PTT22|NNP|1|['filters/regex/mrn_id/mixed004.txt']|[]
uniq655|CK|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq656|IE|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq657|IS|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq658|NOW|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq659|THAN|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq660|IN|NNP|1|['filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/regex/safe/the_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq661|THE|NNP|1|['filters/regex/addresses/in_city_transformed.txt', 'filters/regex_context/names_regex_context2.txt']|['filters/regex/safe/the_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq662|Bodnari|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt']|[]
uniq663|regiman|NN|1|[]|[]
uniq664|RUL|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq665|Bobby|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq666|U|NNP|2|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq667|Spears|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq668|BELLFLOWER|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq669|3|CD|4|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq670|18|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq671|AM|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq672|FCH|NNP|2|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq673|pseudonorm|NN|1|[]|[]
uniq674|T|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq675|ASA|NNP|2|['filters/regex_context/names_regex_context1.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq676|Tinea|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq677|37|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq678|SWMA|NNP|1|[]|[]
uniq679|Mildred|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|[]
uniq680|Gustafson|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq681|TED|NNP|2|['filters/blacklists/firstnames_minus_fps.json']|[]
uniq682|Est|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq683|Ulytes|NNP|1|[]|[]
uniq684|Nesmith|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq685|6|CD|2|['filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq686|ndl|NN|1|[]|[]
uniq687|ref|NN|1|['filters/regex/mrn_id/mixed002.txt', 'filters/regex/mrn_id/mixed004.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq688|5|CD|1|['filters/regex/mrn_id/mixed002.txt', 'filters/regex/mrn_id/mixed004.txt']|['POS MATCHER']
uniq689|stips|NNS|1|[]|[]
uniq690|42|CD|1|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq691|Tall|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq692|Sens|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq693|stength|NN|1|[]|[]
uniq694|2b3a|CD|1|['filters/regex/mrn_id/mixed_010_transformed.txt']|['POS MATCHER']
uniq695|Lauren|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq696|Lopes|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq697|93756|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq698|107|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq699|32|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq700|9|CD|9|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq701|101|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq702|9|CD|5|['filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq703|214|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq704|65|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq705|3|CD|2|['filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq706|19|CD|2|['filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq707|Lopes|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq708|Mar|NNP|2|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq709|19|CD|3|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq710|2149|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq711|IOWA|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq712|17|CD|4|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq713|2083|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq714|RACINE|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq715|MAINE|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq716|Quiana|NNP|4|['filters/regex/salutations/name_indicator.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq717|Justus|NNP|1|['filters/regex/salutations/name_indicator.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq718|NIHC|NNP|1|[]|[]
uniq719|981|CD|1|['filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq720|40|CD|1|['filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq721|48|CD|5|['filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq722|Quiana|NNP|3|['filters/blacklists/firstnames_minus_fps.json']|[]
uniq723|errands|VBZ|1|[]|[]
uniq724|Iyanna|NNP|3|['filters/blacklists/firstnames_minus_fps.json']|[]
uniq725|Field|NNP|3|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq726|Ida|NNP|5|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq727|Xayachack|NNP|4|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq728|IX|NNP|3|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq729|delarosa|NN|3|[]|[]
uniq730|austin|NN|1|[]|[]
uniq731|Justus|NNP|3|['filters/regex/salutations/name_indicator.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq732|MRN|NNP|1|['filters/regex/salutations/name_indicator.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq733|9814048|CD|4|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq734|LA|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq735|elects|NNS|1|[]|[]
uniq736|guaiacs|NN|2|[]|[]
uniq737|bishop|NN|2|[]|[]
uniq738|190|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq739|200|CD|3|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq740|Walsenburg|NNP|1|[]|[]
uniq741|Yeager|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq742|North|NNP|1|['filters/regex/addresses/hospital1.txt', 'filters/regex/salutations/pre_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq743|North|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq744|MR|NNP|1|['filters/regex/salutations/name_indicator.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq745|Xayachack|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq746|3|CD|5|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq747|18|CD|11|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq748|91|CD|6|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq749|recannalized|VBD|1|[]|[]
uniq750|TIMI|NNP|2|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq751|An|DT|1|['filters/regex/salutations/pre_salutations_4chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq752|IABP|NNP|1|['filters/regex/salutations/pre_salutations_4chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq753|Wedge|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq754|CI|NNP|4|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq755|DIP|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq756|4|CD|1|['filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq757|Bilateral|NNP|1|['filters/regex/addresses/num_streetname_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq758|carpal|JJ|1|['filters/regex/addresses/num_streetname_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq759|tunnel|NN|1|['filters/regex/addresses/num_streetname_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq760|2090|CD|1|['filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/season_of_yyyy_transformed.txt']|['POS MATCHER']
uniq761|Racine|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq762|HPI|NNP|3|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq763|OGT|NNP|1|[]|[]
uniq764|14|CD|2|['filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq765|spontanously|RB|1|[]|[]
uniq766|bilirubins|VBZ|1|[]|[]
uniq767|CHOL|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq768|39|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq769|RAD|NNP|1|['filters/regex/addresses/city_state_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq770|VT|NNP|1|['filters/regex/addresses/city_state_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq771|CV|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq772|Dispo|NNP|3|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq773|Xai|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq774|Micah|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context4.txt']|[]
uniq775|Church|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq776|73615|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq777|Junior|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq778|JUSTUS|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq779|QUIANA|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|[]
uniq780|MRN|NNP|1|['filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq781|07|CD|5|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq782|2091|CD|4|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq783|24|CD|3|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq784|03|CD|3|['filters/regex/dates/mm_yyyy_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq785|2091|CD|8|['filters/regex/dates/mm_yyyy_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq786|06|CD|3|['filters/regex/dates/mm_yyyy_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq787|United|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq788|Methodist|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq789|Behavioral|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq790|132|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq791|70|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq792|Chem|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq793|10|CD|2|['filters/regex/dates/mm_yyyy_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq794|Ida|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq795|Xayachack|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq796|TR|NNP|3|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq797|7999590|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq798|411287|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq799|17480048|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq800|75659490|CD|2|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq801|ROOT|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq802|PERCY|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq803|16|CD|7|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq804|95|CD|6|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq805|CARR|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq806|RACHEL|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq807|Anderson|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq808|England|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq809|Frankenmuth|NNP|3|[]|[]
uniq810|TIA|NNP|6|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq811|America|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq812|Tobey|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq813|Hospital|NNP|7|['filters/regex/addresses/hospital2.txt', 'filters/regex_context/names_regex_context3.txt']|['filters/regex/safe/hospital_safe.txt', 'filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq814|Heritage|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq815|CARR|NNP|1|['filters/regex/salutations/attending.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq816|RACHEL|NNP|1|['filters/regex/salutations/attending.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq817|CARR|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq818|2|CD|2|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq819|8880418|CD|1|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq820|05|CD|6|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq821|JUSTUS|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq822|ELLIS|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq823|Queen|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq824|Pickett|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq825|strike|NN|1|[]|[]
uniq826|March|NNP|3|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq827|2095|CD|2|['filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq828|Ross|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq829|151|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq830|Ross|NNP|1|['filters/regex/salutations/pre_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq831|JUSTUS|NNP|1|['filters/regex/salutations/attending.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
